Job Title,Company Name,Location,Sector
AMS Verification and Modeling Engineer,"Cirrus Logic
4.3","Austin, TX",Manufacturing
Master Data Management (MDM) - Deloitte - (Remote/Contract/Freelance),"Experfy
4.7","Austin, TX",-1
Lead Data Scientist - Secret Clearance Required,"Deloitte & Touche L.L.P.
3.9","Austin, TX",Accounting & Legal
Data Scientist Active Secret Clearance,"Deloitte & Touche L.L.P.
3.9","Austin, TX",Accounting & Legal
Medical Lab Scientist (MLS) Evenings,"Ascension Seton, TX","Austin, TX",-1
Medical Lab Scientist (MLS)- Evening Shift,"Ascension Seton, TX","Austin, TX",-1
Medical Lab Scientist (MLS) 2:00pm-10:30pm,"Ascension Seton, TX","Austin, TX",-1
"Data Analyst, Lead with Security Clearance","Booz Allen Hamilton
3.8","Austin, TX",Business Services
Data Analytics Consultant,"Blue Cross Blue Shield of Florida
3.3","Jacksonville, FL",Insurance
Data Scientist - Nationwide Opportunities,"Amazon
3.9","Jacksonville, FL",Information Technology
Data Scientist,Springhead Technologies,"Jacksonville, FL",-1
Data Scientist,GradTests (gradtests.com),"Jacksonville, FL",-1
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,"Internal Revenue Service
3.5","Jacksonville, FL",Government
Data Analyst,"CSI Tech Inc.
3.0","Jacksonville, FL",Business Services
Data Engineer,"Energy Authority
4.3","Jacksonville, FL","Oil, Gas, Energy & Utilities"
Data Scientist III,"Infomatics Corp
4.1","Jacksonville, FL",Business Services
Value Based Analytics - Data Analytics Consultant,"Florida Blue
3.3","Jacksonville, FL",Insurance
Sr. Data Scientist,"Conch Technologies, Inc
4.6","Jacksonville, FL",Business Services
Data Analyst,"Green Key Resources
4.5","Jacksonville, FL",Business Services
Business/Data Analyst,SGA Inc.,"Jacksonville, FL",Business Services
Data Analyst,"Staffigo Technical Services, LLC
5.0","Jacksonville, FL",Information Technology
The Home Depot PRO - Data Analyst,"Home Depot
3.6","Jacksonville, FL",-1
ACA - Data Analyst,Medical Cost Containment Services Inc.,"Jacksonville, FL",-1
Junior Data Analyst,"Staffigo Technical Services, LLC
5.0","Jacksonville, FL",Information Technology
Data Architect II,"Rose International
4.5","Jacksonville, FL",Business Services
Project Scientist,"Tetra Tech
3.7","Jacksonville, FL",Business Services
Data Analyst BI Engineer,"Alluvion Staffing
4.1","Jacksonville, FL",Business Services
Senior Data Analyst,"BTG
3.9","Jacksonville, FL",Business Services
Data Analyst,"SNI Technology
3.5","Jacksonville, FL",Business Services
Data Engineer/ BI Developer,"BTG
3.9","Jacksonville, FL",Business Services
Business Intelligence Analyst,"Capricorn Systems, Inc.
3.5","Jacksonville, FL",Information Technology
Data Engineer 4- Guidewire Data Hub,"Kemper
3.1","Jacksonville, FL",Insurance
Data Analyst Student Part-time,"Crowley Maritime
3.6","Jacksonville, FL",Transportation & Logistics
Data Engineer,"TekPartners
4.3","Jacksonville, FL",Business Services
Data Engineer,"Clearsense, LLC
3.8","Jacksonville, FL",Information Technology
Data Analytics Manager,Financial Planning and Analysis,"Jacksonville, FL",-1
"Staff Software Scientist, Reproductive Health","Thermo Fisher Scientific
3.4","Jacksonville, FL",Biotech & Pharmaceuticals
Data Architect II,"On-Board Companies
3.4","Jacksonville, FL",Business Services
Data Engineer,GradTests (gradtests.com.au),"Jacksonville, FL",-1
COMPUTER SCIENTIST,"U.S. Navy
3.8","Jacksonville, FL",Government
Business/Data Analyst,"Software Guidance & Assistance
3.7","Jacksonville, FL",Business Services
Data Analyst,"Lutheran Services Florida
3.3","Jacksonville, FL",Non-Profit
Medical Lab Scientist - Full Time Evenings,"Allegan General Hospital
3.7","Jacksonville, FL",-1
Environmental Scientist,"The NDN Companies
5.0","Jacksonville, FL",Non-Profit
Sr BI Data Engineer,"Blue Cross Blue Shield of Florida
3.3","Jacksonville, FL",Insurance
Medical Lab Scientist (MLS),"Allegan General Hospital
3.7","Jacksonville, FL",-1
Medical Lab Scientist - Full Time Evenings,"Ascension
3.3","Jacksonville, FL",Health Care
GENERAL PHYSICAL SCIENTIST,"U.S. Navy
3.8","Jacksonville, FL",Government
Sr. Data Analyst - Guidewire Data Hub,"Kemper
3.1","Jacksonville, FL",Insurance
Medical Lab Scientist (MLS),"Ascension
3.3","Jacksonville, FL",Health Care
CDHP - Data Analyst Team Lead,Medical Cost Containment Services Inc.,"Jacksonville, FL",-1
"Data Analytics Manager in Jacksonville, FL at One Call","One Call
3.2","Jacksonville, FL",Health Care
Data Architect II,"Abacus Service Corporation
4.3","Jacksonville, FL",Business Services
Data Architect II,"Kforce
4.1","Jacksonville, FL",Business Services
Data Architect II,"Axelon Services Corporation
3.6","Jacksonville, FL",Business Services
Business Intelligence Analyst with Insurance,"Capricorn Systems, Inc.
3.5","Jacksonville, FL",Information Technology
Data Analyst Junior,"Staffigo Technical Services, LLC
5.0","Jacksonville, FL",Information Technology
Biological Scientist IV,"Shands Jacksonville
3.3","Jacksonville, FL",Health Care
Data Architect II,"Iconma, L.L.C.
3.6","Jacksonville, FL",Business Services
Guidewire Data Analyst,"American Recruiting & Consulting Group
5.0","Jacksonville, FL",Business Services
Senior Environmental Scientist / Ecologist,"Groundwater & Environmental Services, Inc.
2.7","Jacksonville, FL",Business Services
Director of Development & Data Science,Black Knight Financial Technology Solutions,"Jacksonville, FL",-1
"Lead, Data Engineer","Venus Fashion
3.3","Jacksonville, FL",Retail
Guidewire Data Engineer,Kaeppel Consulting,"Jacksonville, FL",-1
Data Engineer- Guidewire Data Hub,"ARC Group
5.0","Jacksonville, FL",Finance
Mid Level Environmental Scientist / Geologist / Engineer,"The NDN Companies
5.0","Jacksonville, FL",Non-Profit
Senior Data Analyst- Guidewire Data Hub,"ARC Group
5.0","Jacksonville, FL",Finance
"Data Analyst in Jacksonville, FL at SNI Technology","SNI Technology
3.5","Jacksonville, FL",Business Services
Senior Business Intelligence Analyst,"Capricorn Systems, Inc.
3.5","Jacksonville, FL",Information Technology
CLINICAL LABORATORY SCIENTIST,"U.S. Navy
3.8","Jacksonville Beach, FL",Government
Data Engineer - Guidewire Data Hub,"American Recruiting and Consulting Group
5.0","Jacksonville, FL",Business Services
Senior Environmental Scientist Part Time,"Tetra Tech, Inc.
3.7","Jacksonville, FL",Business Services
Senior Environmental Scientist Part Time,"Tetra Tech Technical Services, Inc.","Jacksonville, FL",-1
Big Data Solution Architect Consultant,"ACTS, Inc.
3.2","Jacksonville, FL",Non-Profit
Jacksonville Data Science Tutor Jobs,"Varsity Tutors
4.2","Jacksonville, FL",Information Technology
Data Analyst â Junior,"Staffigo Technical Services, LLC
5.0","Jacksonville, FL",Information Technology
Senior Data Engineer - C3.ai,Skiltrek,"Jacksonville, FL",-1
Lead Data Scientist - Machine Learning,"GM Financial
3.0","Arlington, TX",Finance
Data Scientist / AI Engineer,"Lockheed Martin
3.8","Fort Worth, TX",Aerospace & Defense
Data Scientist II,"GM Financial
3.0","Fort Worth, TX",Finance
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,"Internal Revenue Service
3.5","Fort Worth, TX",Government
Data Scientist (remote),"Thrivent
3.3","Fort Worth, TX",Insurance
Scientist,"Bio-Rad
3.3","Fort Worth, TX",Biotech & Pharmaceuticals
Data Scientist,"Ateroz
5.0","Irving, TX",Business Services
Data Scientist,"Rotoplas USA
4.0","Fort Worth, TX",-1
"Data Analyst, Military Forecasting","Bell Helicopter
3.8","Fort Worth, TX",Aerospace & Defense
Federal - Data Scientist,"Solekai Systems Corp
4.2","Irving, TX",Information Technology
"Data Analyst, Military Forecasting","Textron
3.3","Fort Worth, TX",Aerospace & Defense
"Data Analyst, Military Forecasting",Cessna,"Fort Worth, TX",-1
COMPUTER SCIENTIST,"U.S. Navy
3.8","Fort Worth, TX",Government
Sr Data Scientist,"GM Financial
3.0","Fort Worth, TX",Finance
Human Performance Data Analyst,"Reef Systems
4.0","Fort Worth, TX",-1
"Junior Data Scientist, Engineering","CGI
3.5","Arlington, TX",Business Services
Data Analyst (HR),"Lidl
3.4","Arlington, TX",Retail
Research Data Analyst,"North Central Texas Council of Governments
2.6","Arlington, TX",Business Services
Data Engineer,Headway Tek Inc,"Fort Worth, TX",-1
Data Engineer/Data Scientist,"United Software Group
3.7","Fort Worth, TX",Information Technology
Data Analyst,Thinkfind Corporation,"Fort Worth, TX",Information Technology
Sr Data Analyst,"GM Financial
3.0","Fort Worth, TX",Finance
Business Intelligence Analyst,"Tenaska
4.2","Arlington, TX","Oil, Gas, Energy & Utilities"
Data Engineer,"Tek Leaders
3.5","Fort Worth, TX",Information Technology
Data Engineer,"Amvotech Solutions, Inc
5.0","Fort Worth, TX",Information Technology
Data Analyst,"Ho Chunk
2.8","Arlington, TX","Restaurants, Bars & Food Services"
BI Data Analyst/Specialist,"Fidelity TalentSource
3.9","Westlake, TX",Business Services
Data Analyst Assistant,"Company Confidenital
5.0","Fort Worth, TX",Business Services
Data Analyst,"Mindteck
3.3","Coppell, TX",Information Technology
Data Analyst II,"Kubota Tractor Corporation
3.6","Grapevine, TX",Manufacturing
Data Engineer (remote),"Thrivent
3.3","Fort Worth, TX",Insurance
GENERAL PHYSICAL SCIENTIST,"U.S. Navy
3.8","Fort Worth, TX",Government
Data Analyst - SM,"Vastika
3.8","Irving, TX",Consumer Services
Data Analyst - Intelligent Automation,"Prudent Technologies & Consulting
4.2","Fort Worth, TX",Information Technology
#NAME?,"InfoQuest Consulting Group
4.7","Fort Worth, TX",Information Technology
Data Engineer,"NT Concepts
3.3","Fort Worth, TX",Information Technology
Business Intelligence Analyst,"FHLB of Dallas
3.1","Irving, TX",Finance
Medical Lab Scientist-PRN,"JPS Health Network
4.0","Fort Worth, TX",Health Care
(Risk Data Analyst),"System Soft Technologies
4.8","Fort Worth, TX",Information Technology
Machine Learning/Data Engineer,"NTT DATA
3.4","Irving, TX",Information Technology
Medical Laboratory Scientist Core Lab Weekend Nights,"JPS Health Network
4.0","Fort Worth, TX",Health Care
Data Engineer - Cognitive Computing,"Caris Life Sciences
2.9","Irving, TX",Business Services
Medical Laboratory Scientist Micro Lab Days,"JPS Health Network
4.0","Fort Worth, TX",Health Care
Database- Sr. Data Engineer,"Quadrant, Inc.
4.7","Fort Worth, TX",Business Services
System/Data Analyst,"L&T Infotech
3.5","Irving, TX",Information Technology
(Data Risk Analyst: Data Modeler),"System Soft Technologies
4.8","Fort Worth, TX",Information Technology
Data Engineer - Secret Security Clearance Required,"Scuttlebutt Services, LLC","Fort Worth, TX",-1
Business Analyst/Data Analyst,"eTeam Inc.
3.7","Irving, TX",Business Services
Client Data Analyst,"Mosaic Sales Solutions
3.4","Irving, TX",Business Services
"Data Engineer Lead, Machine Learning","BICP
5.0","Fort Worth, TX",Information Technology
Senior Data Analyst,"Ho Chunk
2.8","Arlington, TX","Restaurants, Bars & Food Services"
Big Data Engineer,Node.Digital LLC,"Arlington, TX",-1
Big Data Engineer,"Diverse Lynx
3.9","Irving, TX",Information Technology
BI Data Analyst / Specialist,"Global Technical Talent, LLC
3.6","Westlake, TX",Information Technology
Data Engineer with Pyspark,"Sysmind LLC
4.1","Irving, TX",Information Technology
"Associate Director, Data Science","Humana
3.6","Irving, TX",Insurance
Kafka Data Engineer (remote),"Thrivent
3.3","Fort Worth, TX",Insurance
"Sr Professional, Data Engineer","CoreLogic
3.0","Irving, TX",Information Technology
Cloud Data Engineer,"Cash Store
2.2","Irving, TX",Finance
Data Engineer/Irving TX/6+ months Contract,"Suncap Technology, Inc.","Irving, TX",-1
"Principal,Software/ Data Engineer","CoreLogic
3.0","Irving, TX",Information Technology
Data Modeler (Healthcare Claims),"Net2Source
3.2","Irving, TX",Business Services
Arlington Data Science Tutor Jobs,"Varsity Tutors
4.2","Arlington, TX",Information Technology
Business Analyst/Data Consultant,"Apex Systems
3.8","Irving, TX",Business Services
Sr. Data Engineer,"Photon Infotech
3.0","Irving, TX",Information Technology
Web Analytics Manager,"Ace Cash Express
3.1","Irving, TX",Finance
Hadoop Developer / Big Data Engineer / senior Data Engineer,"Object Technology Solutions, Inc.
4.0","Irving, TX",Information Technology
Sr. Big Data Engineer,"Cincinnati Bell Technology Solutions
3.7","Irving, TX",Information Technology
Senior. Data Engineer - Informatica,"Charles Schwab Corporation
3.6","Westlake, TX",Finance
Sr Data Engineer,"Photon Infotech
3.0","Irving, TX",Information Technology
Sr. Data Engineer,"Hilltop Holdings, Inc.
2.9","Irving, TX",Finance
Sr. Big data Ebgineer,"Diverse Lynx
3.9","Irving, TX",Information Technology
"Director, Network Optimization & Data Sciences","7-Eleven, Inc.
3.2","Irving, TX",Retail
Senior Developer - Data Engineer |,"Photon Infotech
3.0","Irving, TX",Information Technology
Federal - Data Engineer - Senior,"Solekai Systems Corp
4.2","Irving, TX",Information Technology
Erwin Data Modeler,Callibus Inc,"Irving, TX",-1
Cloud Data Engineer,"Cottonwood Financial
2.5","Irving, TX",Finance
Cyber Security Research Scientist 3 - Sr. Application Pentester,"Wells Fargo
3.6","Irving, TX",Finance
Digital SW Eng Lead/Data Engineer,"TECHNOCRAFT Solutions
3.4","Irving, TX",Business Services
Grand Prairie Data Science Tutor Jobs,"Varsity Tutors
4.2","Grand Prairie, TX",Information Technology
Full Stack Data Engineer Irving AVP/C12,"Citibank
3.8","Irving, TX",Finance
Claims Data Analyst,"Lightbeam Health Solutions
4.0","Irving, TX",Health Care
IT Data Engineer,Incendia Partners,"Irving, TX",Business Services
Web Analytics Manager,"Populus Financial Group
3.5","Irving, TX",Finance
Senior Data Engineer with Kafka-Yarn-Spark-HDFS and HIVE,"Terminal Contacts LLC
3.8","Irving, TX",Information Technology
"Big Data Engineer/Tech Lead,","Diverse Lynx
3.9","Irving, TX",Information Technology
Big Data Engineer/Tech Lead,"Diverse Lynx
3.9","Irving, TX",Information Technology
Big Data Engineer/Spark Expert/ Tech Lead,"Diverse Lynx
3.9","Irving, TX",Information Technology
Sr. Data Architect (contract-to-hire),RedRiver Systems L.L.C.,"Irving, TX",-1
Senior Big Data Engineer,"HMS Holdings
3.8","Irving, TX",Health Care
Senior Big Data Engineer,"Charles Schwab Corporation
3.6","Westlake, TX",Finance
Azure Data Engineer,"Tek Leaders
3.5","Irving, TX",Information Technology
Irving Data Science Tutor Jobs,"Varsity Tutors
4.2","Irving, TX",Information Technology
Senior Big Data Engineer,"IDC Technologies
3.8","Irving, TX",Information Technology
Senior Cloud Data Engineer,"Cash Store
2.2","Irving, TX",Finance
Senior Big Data Engineer,"Health Management Systems, Inc.
2.5","Irving, TX",Business Services
Senior Cloud Data Engineer,"Cottonwood Financial
2.5","Irving, TX",Finance
Senior Big Data Engineer,"HMS
3.5","Irving, TX",-1
Data Scientist,"Upstart
4.2","Columbus, OH",Finance
Data Scientist (Analytics),"Upstart
4.2","Columbus, OH",Finance
Machine Learning Engineer,"Upstart
4.2","Columbus, OH",Finance
Senior Data Scientist,"Upstart
4.2","Columbus, OH",Finance
Junior Data Scientist,"Battelle
3.1","Columbus, OH",Business Services
Data Scientist *,"Root Insurance
3.8","Columbus, OH",Insurance
Research Scientist,"The Ohio State University Wexner Medical Center
3.9","Columbus, OH",Health Care
Data Scientist/Modeler,"Battelle
3.1","Columbus, OH",Business Services
Data Scientist/Engineer,"Seamless AI
4.9","Columbus, OH",Information Technology
Data Scientist,"Battelle
3.1","Columbus, OH",Business Services
Data Analyst,"Olive
3.5","Columbus, OH",Information Technology
Forensic Genomics Research Scientist,"Battelle
3.1","Columbus, OH",Business Services
